company_id,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09
1,0.03895143384807671,0.12798366015224083,0.008985700174128223,0.08846509753109842,0.04063925258199544,0.03325822636542564,0.042320760049140295,0.5998998680847712,0.010511156870267086,0.008984844342856074
5,0.013932635984369843,0.10916593182564625,0.27649698797436867,0.013931312574848333,0.013932824204829839,0.2447029433212722,0.01393152678645351,0.034733601691170166,0.12231887674887107,0.15685335888817015
10,0.18944668192065464,0.010552336316918164,0.08957857679601064,0.06997518150335037,0.01055105024129319,0.4062614568937466,0.010551957651272405,0.1076949127233104,0.05750805232728236,0.047879793626161286
12,0.016062302904408816,0.016062070701591158,0.2919256174424999,0.01883835711329346,0.016064009128834916,0.5053721106004577,0.016062239172141415,0.016062490026124632,0.08748843180470423,0.016062371105943645
14,0.03183993813674249,0.004653284921886485,0.004654789033769105,0.042366172845212456,0.00465432464863374,0.19957220844459975,0.004653447499526428,0.07541794055991137,0.004653996261311824,0.6275338976484064
15,0.07431781187003869,0.029383284492385517,0.321287994504083,0.029383331578199594,0.03965157544046182,0.11808999502966329,0.02938383519338927,0.05405505040446459,0.05718701544820689,0.2472601060391074
22,0.23231566871830708,0.02399155373569124,0.1073138620761363,0.13280870278569007,0.023991861061355858,0.18341200450682318,0.1350971280299447,0.023990237644855472,0.06432757732208513,0.07275140411911096
37,0.11925774326821535,0.05446247293469559,0.1257650114288359,0.020829264736884935,0.1326153263733267,0.16876091219329345,0.010923582075073858,0.10851380883991074,0.010920925492069591,0.2479509526576939
43,0.00970777234110268,0.3043011319851466,0.025714215892602633,0.00970771328963192,0.009710005370088466,0.567017948870172,0.044718221627269523,0.009707455988983408,0.009707607331229242,0.009707927303773612
44,0.01953297734001205,0.08095325687332658,0.03375992097053391,0.0195328580625841,0.01953288909345576,0.10961683020667157,0.019532948999424763,0.05265679731921493,0.019532962804615996,0.6253485583301603
49,0.0003731951736398664,0.00037317734185911115,0.00037316694147140265,0.0003731494849656304,0.00037316395873863317,0.0003732212296629608,0.0003732651725065745,0.9035265585750856,0.00037323301163828235,0.09348786911043204
52,0.06977518292639726,0.013704245191430157,0.07342353952207385,0.07588884456159314,0.04001989371246207,0.0275015478148747,0.01370445785706786,0.013704899563044442,0.6465835572820033,0.02569383156905322
53,0.017003150591663903,0.00494359003966621,0.0018582545103922982,0.0018582625176140767,0.0018582472183220277,0.07674994587674748,0.0018583003995665205,0.0018583982586794097,0.7395973417307178,0.1524145088566304
54,0.10402485285689128,0.05087732476305023,0.050877295940897016,0.05087728793366322,0.05087737012416848,0.25029988169459805,0.06916826847698346,0.16328954128003645,0.05087739769251167,0.15883077923720018
56,0.5238098878718789,0.0037656502865762334,0.06566227336667461,0.003765129637173517,0.003764725108916984,0.08785543580465081,0.04184828581234513,0.039506995855899764,0.003764759649425092,0.22625685660645903
58,0.020598006915817573,0.008896238286426697,0.4231804420534901,0.008895494705845459,0.08032055828300622,0.09299617751929092,0.012885563431331173,0.008894968166205964,0.031845714631219865,0.3114868360073661
63,0.031122293707907357,0.03112162693264978,0.03112231106533175,0.12644304490008224,0.1302449842006879,0.1221403314736979,0.3047812967214207,0.10468861364434122,0.04652847865690393,0.07180701869697727
82,0.0020631533444811223,0.0020630359361735367,0.014932179362834516,0.009032287035574937,0.41186735682391296,0.2142252443150629,0.01614211453825233,0.0020631119837294276,0.11070909097237873,0.21690242568759954
83,0.0048854049255381195,0.004885247985272816,0.014629514318119935,0.004885251756654772,0.07988405655199561,0.4214470453189089,0.3383224484349538,0.01650069368713304,0.016272018379119284,0.09828831864230374
92,0.03256049601060473,0.018715239762062665,0.018712022833203956,0.01871233775115191,0.018717412505394805,0.44045707335156736,0.18536781285531004,0.018712046743140358,0.018712595830009126,0.22933296235755504
94,0.006447351687605025,0.00644790054405628,0.0064474620562121766,0.2147790003567142,0.0064482390553467295,0.27914464690805585,0.006447384751347843,0.039192424705106074,0.06866618425567764,0.3659794056798782
96,0.003948906844145121,0.003949549668921032,0.003949178420053921,0.09791853250848248,0.15523996529952577,0.3554052360365441,0.003948952387322882,0.035280214719301824,0.11559399685359084,0.22476546726211202
97,0.007838740174940689,0.007838986444965682,0.007838516485450614,0.24296589797404575,0.13385574697369423,0.25230909747099883,0.034257822854766085,0.1090986656764287,0.042158385032873946,0.1618381409118355
101,0.000454564468177528,0.0004546101502285339,0.00045460141772362593,0.0004547306360275103,0.9959086085551956,0.00045460121876593284,0.0004545729923895768,0.00045457529732239184,0.0004545638450829505,0.0004545714190863644
103,0.0031733177827786897,0.003173437011126523,0.017734047828663967,0.07994752162060147,0.0031732678459491597,0.0749411463033243,0.003173238284915526,0.0031734290635363122,0.6554703800539226,0.15604021420518147
106,0.004415441874204648,0.0044149635696020765,0.004414921466583098,0.004415201404985516,0.11474626120315806,0.10241095586691158,0.09847855542308294,0.004415124808305544,0.1102580086109997,0.5520305657721668
110,0.022490619147768145,0.0006211662850965766,0.05361403640144179,0.0006211754733027418,0.0006212262011562529,0.40008731331667663,0.0006213176145005836,0.08776011038404304,0.033116469646540504,0.40044656552947394
112,0.03518827226230357,0.14002728372980947,0.03677574230064976,0.03571996709121187,0.09036155654458895,0.3574936974106406,0.0382235417010981,0.08998597142959615,0.015990655309284823,0.16023331222081671
116,0.06811667036453714,0.12225200421240483,0.005276809183590872,0.06329967957552778,0.028721099759849815,0.32028558490476633,0.06128062220874939,0.005277691744281215,0.1643384488120381,0.16115138923425446
118,0.039290996027955334,0.023413740610238206,0.0021954395598172876,0.0021952267487640883,0.002195627695992701,0.7361334026236896,0.0021952892375409023,0.00219524938536757,0.04944150295263683,0.14074352515799746
119,0.023203080520049057,0.16809374914230346,0.04346566540398406,0.023202837223350647,0.023205648545009606,0.25897273653705927,0.18987085730360434,0.058052796660754274,0.023203521335560463,0.1887291073283247
123,0.04638727324824766,0.02326056606159181,0.03160852646150755,0.03926638867209303,0.04084510791576348,0.07842488959863023,0.03261767692151877,0.029459633753556008,0.6219186731444142,0.056211264222677325
127,0.0015876618877685102,0.0015874556097849942,0.049048839326259606,0.0015874436590429203,0.0015878222858165464,0.19430792812978384,0.001587582611557499,0.07437748304169634,0.2723068703674393,0.4020209130808505
138,0.003031309049880855,0.003032755934167069,0.0030304561099428616,0.0030304821159599584,0.003030628951131277,0.38233586641417194,0.0030305670886950475,0.07442472583436828,0.0030307077111818848,0.5220225007905008
139,0.1443464314289417,0.021113658479583314,0.0796809321227012,0.02111945994148802,0.021113611610025857,0.1877746173492751,0.021114745962344982,0.0211142941340426,0.021114252550362547,0.4615079964212347
155,0.09181815417506234,0.007983013525971723,0.007983598634816102,0.5167335223268744,0.007982503133123046,0.11843126316535367,0.007982469982134466,0.007982381501560925,0.007982752810916111,0.22512034074418716
157,0.0012162702500967716,0.0012162648916213218,0.0012162414871698527,0.0012162579003116376,0.0012162473893167754,0.018043728193025847,0.0012162373729959677,0.9722262033956168,0.0012162824976708695,0.0012162666221742625
158,0.05078141312617736,0.0507813711371765,0.09107561093588368,0.05078140509567478,0.05078142252414061,0.301298366693946,0.05078133288049259,0.09523925025008867,0.050781579964211496,0.2076982473922082
161,0.007481061111155323,0.0074809930609712645,0.00747990645988923,0.2741364122520461,0.007481864380246191,0.34974012295869145,0.007481237814595423,0.007481024226386908,0.06880723437459714,0.26243014336142106
163,0.027794802771442313,0.03083072009821341,0.019091926117457983,0.002689640247285784,0.7344663447692534,0.15539771670842642,0.0026895267959432733,0.002689551878688353,0.00268960915543242,0.021660161457856607
165,0.03265978525311994,0.12441791686325639,0.013310480954054718,0.013310953744420977,0.1561670963451023,0.47083174518712084,0.013311713317084507,0.10335267938592485,0.013311733089927237,0.05932589585998824
167,0.16122484419867764,0.009714062561376968,0.009713776229554785,0.2097101648574652,0.009714316039149214,0.1915156073808549,0.015113348327466112,0.09746332633261974,0.00971469711785208,0.2861158569549833
169,0.26162935601762516,0.019627031979306236,0.1386723545623477,0.08844354290775366,0.01962986536552575,0.1232140371089695,0.030980890093213413,0.16238925211462216,0.10346411219939385,0.05194955765124259
171,0.00034848458688354196,0.0003484974559815514,0.00034846152437907385,0.0003484659169593079,0.0003485161604297428,0.00034858676474088597,0.00034852771870241714,0.00034853065111615833,0.006021237266154784,0.9911906919546525
179,0.00045873814604592106,0.0004587788457992727,0.0004587670918748571,0.00045884936091350763,0.995871132184601,0.0004587655800896633,0.0004587392225084337,0.0004587452094763401,0.0004587373767504596,0.00045874698194032533
