company_id,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
1,0.0777761612262069,-0.116266104679891,-0.1526308214002593,0.11305101687496241,-0.10313409232204006,-0.10785221798718103,0.0374268342260688,-0.17538723026763134,-0.04224882828985283,0.00795785596315208
5,0.09448646033051364,-0.03976520815195167,0.0310927363774598,-0.07985198820188594,0.03355922381608263,0.04941799965745684,-0.004890661643968917,-0.08156961378701809,0.010763439004268481,-0.030875956800015213
10,-0.23423327598374227,-0.3235721022715322,0.043305351675714414,0.11973109576428144,-0.03726222767890522,-0.0689627472361204,0.008666473008001285,0.028446749502593592,-0.052738125992617846,-0.0347672866668372
12,0.12627632471888336,-0.06781705256831928,0.004526402876757215,-0.07463679455782044,0.047006648233325836,-0.21043843177122842,-0.05275887444597881,-0.033007326521429126,0.00336400753584067,0.22981708677445584
14,-0.14880601455792325,0.0033788936153172,-0.0680887758917595,-0.17998460024930768,0.10416322084332652,0.21689593865963827,0.35844474697292217,0.16058182945276492,-0.006767217423961083,0.18032352191116827
15,-0.032373172282362306,-0.03580213966478819,0.13409806027357699,-0.07135546808514268,0.01573897606431947,0.01824725445276234,0.012717444345464873,-0.17605785848549949,0.04213389618313444,-0.054407906274282436
22,0.0032000885017619673,-0.04079520954078599,0.027230535952022482,0.030136224145951216,0.04375632572954698,-0.03758305478811011,0.01277493862893363,0.07392817089409072,0.04100278337677025,0.0600424727521337
37,-0.23075014612867875,-0.27952433194621285,0.06244245586563775,0.1933068626823295,-0.043553641345755775,-0.02910766914247072,-0.0044626215812081215,-0.008496118034909779,-0.029854185495974694,-0.011533183541108391
43,0.05995541759757091,-0.009465175606296419,0.02093925461912858,0.006258852499776148,0.010576578987529537,-0.06752081629530757,-0.032061488018561554,0.044818346019392455,-0.005578361251093808,0.02210654108012078
44,-0.019731332016985896,0.026966570776071907,-0.08222133815301025,-0.1530984492561955,0.058551845202117744,0.05236578841692334,0.13535882135211888,-0.02648212716887878,0.023650229343290335,0.07633350010485054
49,-0.0005242911439672874,0.1934893663773215,0.10281575865706256,0.16171577042753735,-0.06273853235566808,0.024208679854801927,0.11706579061649022,0.06398381526099266,0.14766225420878207,-0.06339708317193844
